,func_oldfunccode,func_newfunccode,func_newdoc,func_newJdoc,func_olddoc,func_oldJdoc,func_addlines,func_addcode,func_dellines,func_delcode,func_path,func_pathinproj,func_methodsig,doc_oldfunccode,doc_newfunccode,doc_newdoc,doc_newJdoc,doc_olddoc,doc_oldJdoc,doc_addlines,doc_addcode,doc_dellines,doc_delcode,doc_path,doc_pathinproj,doc_methodsig,id,flag,commit
22,6336404e539bb948caac14b4a00152409c3e7120/Codes_neg/Match_oldfunccode_6336404e539bb948caac14b4a00152409c3e7120_1.txt,,,,,,[],[],[32],['  Set<N> predecessors();\n'],/home/pritish/Documents/IP work/guv_ver/v21.0/6336404e539bb948caac14b4a00152409c3e7120/NodeConnections,guava/src/com/google/common/graph/NodeConnections.java, Set<N> predecessors(),6336404e539bb948caac14b4a00152409c3e7120/Codes_neg/Match_olddocfunccode_6336404e539bb948caac14b4a00152409c3e7120_1.txt,6336404e539bb948caac14b4a00152409c3e7120/Codes_neg/Match_newdocfunccode_6336404e539bb948caac14b4a00152409c3e7120_1.txt,,6336404e539bb948caac14b4a00152409c3e7120/Codes_neg/Match_newdocnewJdoc_6336404e539bb948caac14b4a00152409c3e7120_1.txt,,6336404e539bb948caac14b4a00152409c3e7120/Codes_neg/Match_olddocJdoc_6336404e539bb948caac14b4a00152409c3e7120_1.txt,[253],"['   * <p>If the graph is directed, the {@linkplain #source(Object) source} and\n']",[253],['  Set<N> predecessors();\n'],/home/pritish/Documents/IP work/guv_ver/v21.0/6336404e539bb948caac14b4a00152409c3e7120/Graph,guava/src/com/google/common/graph/Graph.java," Set<E> edgesConnecting(Object node1, Object node2)",1,1,6336404e539bb948caac14b4a00152409c3e7120
23,6336404e539bb948caac14b4a00152409c3e7120/Codes_neg/Match_oldfunccode_6336404e539bb948caac14b4a00152409c3e7120_2.txt,6336404e539bb948caac14b4a00152409c3e7120/Codes_neg/Match_newfunccode_6336404e539bb948caac14b4a00152409c3e7120_2.txt,,,,,[393],"['    return (other instanceof DirectedGraph) && Graphs.equal(this, (DirectedGraph) other);\n']",[320],"['    return (other instanceof DirectedGraph) && Graphs.equal(this, (DirectedGraph<?, ?>) other);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/6336404e539bb948caac14b4a00152409c3e7120/IncidenceSetDirectedGraph,guava/src/com/google/common/graph/IncidenceSetDirectedGraph.java,public boolean equals(@Nullable Object other),6336404e539bb948caac14b4a00152409c3e7120/Codes_neg/Match_olddocfunccode_6336404e539bb948caac14b4a00152409c3e7120_2.txt,6336404e539bb948caac14b4a00152409c3e7120/Codes_neg/Match_newdocfunccode_6336404e539bb948caac14b4a00152409c3e7120_2.txt,,6336404e539bb948caac14b4a00152409c3e7120/Codes_neg/Match_newdocnewJdoc_6336404e539bb948caac14b4a00152409c3e7120_2.txt,,6336404e539bb948caac14b4a00152409c3e7120/Codes_neg/Match_olddocJdoc_6336404e539bb948caac14b4a00152409c3e7120_2.txt,[76],"['     * @see Graph#addEdge(E, N, N)\n']",[76],"['    return (other instanceof DirectedGraph) && Graphs.equal(this, (DirectedGraph<?, ?>) other);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/6336404e539bb948caac14b4a00152409c3e7120/AbstractImmutableGraph,guava/src/com/google/common/graph/AbstractImmutableGraph.java," Builder<N, E> addEdge(E e, N n1, N n2)",1,1,6336404e539bb948caac14b4a00152409c3e7120
24,6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_oldfunccode_6e5d50950189567224dcb57df026f08b0709a3ba_1.txt,6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_newfunccode_6e5d50950189567224dcb57df026f08b0709a3ba_1.txt,,6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_newfuncnewJdoc_6e5d50950189567224dcb57df026f08b0709a3ba_1.txt,,6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_oldfuncoldJdoc_6e5d50950189567224dcb57df026f08b0709a3ba_1.txt,"[138, 139]","['  @CanIgnoreReturnValue\n', '  public static <V> V getUninterruptibly(Future<V> future) throws ExecutionException {\n']","[136, 137]","['  public static <V> V getUninterruptibly(Future<V> future)\n', '      throws ExecutionException {\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/6e5d50950189567224dcb57df026f08b0709a3ba/Uninterruptibles,guava/src/com/google/common/util/concurrent/Uninterruptibles.java,public static V getUninterruptibly(Future<V> future) throws ExecutionException,6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_olddocfunccode_6e5d50950189567224dcb57df026f08b0709a3ba_1.txt,6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_newdocfunccode_6e5d50950189567224dcb57df026f08b0709a3ba_1.txt,,6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_newdocnewJdoc_6e5d50950189567224dcb57df026f08b0709a3ba_1.txt,,6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_olddocJdoc_6e5d50950189567224dcb57df026f08b0709a3ba_1.txt,[306],['  // TODO(cpovirk): @ForOverride\n'],[],"['  public static <V> V getUninterruptibly(Future<V> future)\n', '      throws ExecutionException {\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/6e5d50950189567224dcb57df026f08b0709a3ba/AbstractScheduledService,guava/src/com/google/common/util/concurrent/AbstractScheduledService.java,protected abstract Scheduler scheduler(),1,1,6e5d50950189567224dcb57df026f08b0709a3ba
25,6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_oldfunccode_6e5d50950189567224dcb57df026f08b0709a3ba_2.txt,6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_newfunccode_6e5d50950189567224dcb57df026f08b0709a3ba_2.txt,,6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_newfuncnewJdoc_6e5d50950189567224dcb57df026f08b0709a3ba_2.txt,,6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_oldfuncoldJdoc_6e5d50950189567224dcb57df026f08b0709a3ba_2.txt,[152],['  @CheckReturnValue\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/6e5d50950189567224dcb57df026f08b0709a3ba/ThreadFactoryBuilder,guava/src/com/google/common/util/concurrent/ThreadFactoryBuilder.java,public ThreadFactory build(),6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_olddocfunccode_6e5d50950189567224dcb57df026f08b0709a3ba_2.txt,6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_newdocfunccode_6e5d50950189567224dcb57df026f08b0709a3ba_2.txt,,6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_newdocnewJdoc_6e5d50950189567224dcb57df026f08b0709a3ba_2.txt,,6e5d50950189567224dcb57df026f08b0709a3ba/Codes_neg/Match_olddocJdoc_6e5d50950189567224dcb57df026f08b0709a3ba_2.txt,[58],"['  // We might like @ForOverride here, but some subclasses invoke this from their get() methods.\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/6e5d50950189567224dcb57df026f08b0709a3ba/AbstractCheckedFuture,guava/src/com/google/common/util/concurrent/AbstractCheckedFuture.java,protected abstract X mapException(Exception e),1,1,6e5d50950189567224dcb57df026f08b0709a3ba
26,,fb3b3245bb5f2393870438e8540d7d363f917b07/Codes_neg/Match_newfunccode_fb3b3245bb5f2393870438e8540d7d363f917b07_1.txt,,,,,"[96, 128, 97, 129, 98, 126, 95, 127]","['    @Override\n', '    N node2() {\n', '      return node;\n', '    }\n', '    @Override\n', '    N node2() {\n', '      return node2;\n', '    }\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/fb3b3245bb5f2393870438e8540d7d363f917b07/IncidentNodes,guava/src/com/google/common/graph/IncidentNodes.java, N node2(),fb3b3245bb5f2393870438e8540d7d363f917b07/Codes_neg/Match_olddocfunccode_fb3b3245bb5f2393870438e8540d7d363f917b07_1.txt,fb3b3245bb5f2393870438e8540d7d363f917b07/Codes_neg/Match_newdocfunccode_fb3b3245bb5f2393870438e8540d7d363f917b07_1.txt,,fb3b3245bb5f2393870438e8540d7d363f917b07/Codes_neg/Match_newdocnewJdoc_fb3b3245bb5f2393870438e8540d7d363f917b07_1.txt,,fb3b3245bb5f2393870438e8540d7d363f917b07/Codes_neg/Match_olddocJdoc_fb3b3245bb5f2393870438e8540d7d363f917b07_1.txt,[326],['     * @see Graph#addEdge\n'],[327],[],/home/pritish/Documents/IP work/guv_ver/v21.0/fb3b3245bb5f2393870438e8540d7d363f917b07/ImmutableDirectedGraph,guava/src/com/google/common/graph/ImmutableDirectedGraph.java,"public Builder<N, E> addGraph(DirectedGraph<N, E> graph)",1,1,fb3b3245bb5f2393870438e8540d7d363f917b07
27,,fb3b3245bb5f2393870438e8540d7d363f917b07/Codes_neg/Match_newfunccode_fb3b3245bb5f2393870438e8540d7d363f917b07_2.txt,,,,,[36],"['  static <N> IncidentNodes<N> of(N node1, N node2) {\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/fb3b3245bb5f2393870438e8540d7d363f917b07/IncidentNodes,guava/src/com/google/common/graph/IncidentNodes.java," static IncidentNodes<N> of(N node1, N node2)",fb3b3245bb5f2393870438e8540d7d363f917b07/Codes_neg/Match_olddocfunccode_fb3b3245bb5f2393870438e8540d7d363f917b07_2.txt,fb3b3245bb5f2393870438e8540d7d363f917b07/Codes_neg/Match_newdocfunccode_fb3b3245bb5f2393870438e8540d7d363f917b07_2.txt,,fb3b3245bb5f2393870438e8540d7d363f917b07/Codes_neg/Match_newdocnewJdoc_fb3b3245bb5f2393870438e8540d7d363f917b07_2.txt,,fb3b3245bb5f2393870438e8540d7d363f917b07/Codes_neg/Match_olddocJdoc_fb3b3245bb5f2393870438e8540d7d363f917b07_2.txt,[326],['     * @see Graph#addEdge\n'],[327],[],/home/pritish/Documents/IP work/guv_ver/v21.0/fb3b3245bb5f2393870438e8540d7d363f917b07/ImmutableDirectedGraph,guava/src/com/google/common/graph/ImmutableDirectedGraph.java,"public Builder<N, E> addGraph(DirectedGraph<N, E> graph)",1,1,fb3b3245bb5f2393870438e8540d7d363f917b07
28,,3aadd26e9e7fe6f9dacc782045e9e5207cf3b0a6/Codes_neg/Match_newfunccode_3aadd26e9e7fe6f9dacc782045e9e5207cf3b0a6_1.txt,"
     * Some operating systems may return zero as the length for files denoting system-dependent
     * entities such as devices or pipes, in which case we must fall back on comparing the bytes
     * directly.
     
",3aadd26e9e7fe6f9dacc782045e9e5207cf3b0a6/Codes_neg/Match_newfuncnewJdoc_3aadd26e9e7fe6f9dacc782045e9e5207cf3b0a6_1.txt,,,"[327, 328, 329, 330, 331, 332, 333, 339, 340, 341, 342, 343, 344, 345, 346, 347]","['  public static boolean equal(Path path1, Path path2) throws IOException {\n', '    checkNotNull(path1);\n', '    checkNotNull(path2);\n', '    if (Files.isSameFile(path1, path2)) {\n', '      return true;\n', '    }\n', '\n', '    ByteSource source1 = asByteSource(path1);\n', '    ByteSource source2 = asByteSource(path2);\n', '    long len1 = source1.sizeIfKnown().or(0L);\n', '    long len2 = source2.sizeIfKnown().or(0L);\n', '    if (len1 != 0 && len2 != 0 && len1 != len2) {\n', '      return false;\n', '    }\n', '    return source1.contentEquals(source2);\n', '  }\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/3aadd26e9e7fe6f9dacc782045e9e5207cf3b0a6/MoreFiles,guava/src/com/google/common/io/MoreFiles.java,"public static boolean equal(Path path1, Path path2) throws IOException",3aadd26e9e7fe6f9dacc782045e9e5207cf3b0a6/Codes_neg/Match_olddocfunccode_3aadd26e9e7fe6f9dacc782045e9e5207cf3b0a6_1.txt,3aadd26e9e7fe6f9dacc782045e9e5207cf3b0a6/Codes_neg/Match_newdocfunccode_3aadd26e9e7fe6f9dacc782045e9e5207cf3b0a6_1.txt,"
     * Some operating systems may return zero as the length for files denoting system-dependent
     * entities such as devices or pipes, in which case we must fall back on comparing the bytes
     * directly.
     
",3aadd26e9e7fe6f9dacc782045e9e5207cf3b0a6/Codes_neg/Match_newdocnewJdoc_3aadd26e9e7fe6f9dacc782045e9e5207cf3b0a6_1.txt,"
     * Some operating systems may return zero as the length for files denoting system-dependent
     * entities such as devices or pipes, in which case we must fall back on comparing the bytes
     * directly.
     
",3aadd26e9e7fe6f9dacc782045e9e5207cf3b0a6/Codes_neg/Match_olddocJdoc_3aadd26e9e7fe6f9dacc782045e9e5207cf3b0a6_1.txt,[341],"['   * Returns true if the given files exist, are not directories, and contain the same bytes.\n']",[341],[],/home/pritish/Documents/IP work/guv_ver/v21.0/3aadd26e9e7fe6f9dacc782045e9e5207cf3b0a6/Files,guava/src/com/google/common/io/Files.java,"public static boolean equal(File file1, File file2) throws IOException",1,1,3aadd26e9e7fe6f9dacc782045e9e5207cf3b0a6
29,fe66108ba9a4443da4b91f70e57f5763533d3ffa/Codes_neg/Match_oldfunccode_fe66108ba9a4443da4b91f70e57f5763533d3ffa_1.txt,fe66108ba9a4443da4b91f70e57f5763533d3ffa/Codes_neg/Match_newfunccode_fe66108ba9a4443da4b91f70e57f5763533d3ffa_1.txt," These tests could be collapsed into one big boolean expression, but
 they have been left as independent tests for clarity.

     * GWT claims to support java.lang.Character's char-classification methods,
     * but it actually only works for ASCII. So for now, assume any non-ASCII
     * characters are valid. The only place this seems to be documented is here:
     * http://osdir.com/ml/GoogleWebToolkitContributors/2010-03/msg00178.html
     *
     * <p>ASCII characters in the part are expected to be valid per RFC 1035,
     * with underscore also being allowed due to widespread practice.
     
 No initial or final dashes or underscores.

     * Note that we allow (in contravention of a strict interpretation of the
     * relevant RFCs) domain parts other than the last may begin with a digit
     * (for example, ""3com.com""). It's important to disallow an initial digit in
     * the last part; it's the only thing that stops an IPv4 numeric address
     * like 127.0.0.1 from looking like a valid domain name.
     
",fe66108ba9a4443da4b91f70e57f5763533d3ffa/Codes_neg/Match_newfuncnewJdoc_fe66108ba9a4443da4b91f70e57f5763533d3ffa_1.txt," These tests could be collapsed into one big boolean expression, but
 they have been left as independent tests for clarity.

     * GWT claims to support java.lang.Character's char-classification methods,
     * but it actually only works for ASCII. So for now, assume any non-ASCII
     * characters are valid. The only place this seems to be documented is here:
     * http://osdir.com/ml/GoogleWebToolkitContributors/2010-03/msg00178.html
     *
     * <p>ASCII characters in the part are expected to be valid per RFC 1035,
     * with underscore also being allowed due to widespread practice.
     
 No initial dash or underscore. No final underscore.

     * Note that we allow (in contravention of a strict interpretation of the
     * relevant RFCs) domain parts other than the last may begin with a digit
     * (for example, ""3com.com""). It's important to disallow an initial digit in
     * the last part; it's the only thing that stops an IPv4 numeric address
     * like 127.0.0.1 from looking like a valid domain name.
     
",fe66108ba9a4443da4b91f70e57f5763533d3ffa/Codes_neg/Match_oldfuncoldJdoc_fe66108ba9a4443da4b91f70e57f5763533d3ffa_1.txt,"[283, 284]","['    if (DASH_MATCHER.matches(part.charAt(0))\n', '        || DASH_MATCHER.matches(part.charAt(part.length() - 1))) {\n']","[288, 289]","['    if (DASH_OR_UNDERSCORE_MATCHER.matches(part.charAt(0))\n', '        || UNDERSCORE_MATCHER.matches(part.charAt(part.length() - 1))) {\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/fe66108ba9a4443da4b91f70e57f5763533d3ffa/InternetDomainName,guava/src/com/google/common/net/InternetDomainName.java,"private static boolean validatePart(String part, boolean isFinalPart)",fe66108ba9a4443da4b91f70e57f5763533d3ffa/Codes_neg/Match_olddocfunccode_fe66108ba9a4443da4b91f70e57f5763533d3ffa_1.txt,fe66108ba9a4443da4b91f70e57f5763533d3ffa/Codes_neg/Match_newdocfunccode_fe66108ba9a4443da4b91f70e57f5763533d3ffa_1.txt,,fe66108ba9a4443da4b91f70e57f5763533d3ffa/Codes_neg/Match_newdocnewJdoc_fe66108ba9a4443da4b91f70e57f5763533d3ffa_1.txt,,fe66108ba9a4443da4b91f70e57f5763533d3ffa/Codes_neg/Match_olddocJdoc_fe66108ba9a4443da4b91f70e57f5763533d3ffa_1.txt,[202],"[""   * <li>Underscores ('_') are permitted wherever dashes ('-') are permitted.\n""]","[202, 203, 204, 205]","['    if (DASH_OR_UNDERSCORE_MATCHER.matches(part.charAt(0))\n', '        || UNDERSCORE_MATCHER.matches(part.charAt(part.length() - 1))) {\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/fe66108ba9a4443da4b91f70e57f5763533d3ffa/InternetDomainName,guava/src/com/google/common/net/InternetDomainName.java,public static InternetDomainName from(String domain),1,1,fe66108ba9a4443da4b91f70e57f5763533d3ffa
30,,20078868d0e6b7739cc806319dcfe1534f82d74d/Codes_neg/Match_newfunccode_20078868d0e6b7739cc806319dcfe1534f82d74d_1.txt,,,,,"[57, 58, 59, 60]","['  @Override\n', '  public long outDegree(Object node) {\n', '    return outEdges(node).size();\n', '  }\n']","[192, 193, 194, 196, 197, 198, 199, 212, 213, 214, 215, 216, 217, 191]","['  @Override\n', '  public long outDegree(Object node) {\n', '    return outEdges(node).size();\n', '  }\n', '  @Override\n', '  public long outDegree(Object node) {\n', '    return degree(node);\n', '  }\n', '  @Override\n', '  public long outDegree(Object node) {\n', '    return outEdges(node).size();\n', '  }\n', '  @Override\n', '  public long outDegree(Object node) {\n', '    return degree(node);\n', '  }\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/20078868d0e6b7739cc806319dcfe1534f82d74d/AbstractGraph,guava/src/com/google/common/graph/AbstractGraph.java,public long outDegree(Object node),20078868d0e6b7739cc806319dcfe1534f82d74d/Codes_neg/Match_olddocfunccode_20078868d0e6b7739cc806319dcfe1534f82d74d_1.txt,20078868d0e6b7739cc806319dcfe1534f82d74d/Codes_neg/Match_newdocfunccode_20078868d0e6b7739cc806319dcfe1534f82d74d_1.txt,,20078868d0e6b7739cc806319dcfe1534f82d74d/Codes_neg/Match_newdocnewJdoc_20078868d0e6b7739cc806319dcfe1534f82d74d_1.txt,,20078868d0e6b7739cc806319dcfe1534f82d74d/Codes_neg/Match_olddocJdoc_20078868d0e6b7739cc806319dcfe1534f82d74d_1.txt,"[418, 419, 407, 398, 399]","['   * Returns {@code true} iff {@code object} is a graph that has the same node/edge relationships\n', '   * as those in this graph.\n', '   *     <br>Thus, every edge in A and B connect the same nodes in the same direction (if any).\n', '   *\n', '   * <p>A reference implementation of this is provided by {@link Graphs#equal(Graph, Graph)}.\n']","[401, 406, 407, 408, 396, 397]","['  @Override\n', '  public long outDegree(Object node) {\n', '    return outEdges(node).size();\n', '  }\n', '  @Override\n', '  public long outDegree(Object node) {\n', '    return degree(node);\n', '  }\n', '  @Override\n', '  public long outDegree(Object node) {\n', '    return outEdges(node).size();\n', '  }\n', '  @Override\n', '  public long outDegree(Object node) {\n', '    return degree(node);\n', '  }\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/20078868d0e6b7739cc806319dcfe1534f82d74d/Graph,guava/src/com/google/common/graph/Graph.java, boolean equals(@Nullable Object object),1,1,20078868d0e6b7739cc806319dcfe1534f82d74d
31,0657551ce26c5c1e2f43c3e191f05f238fdd2acf/Codes_neg/Match_oldfunccode_0657551ce26c5c1e2f43c3e191f05f238fdd2acf_1.txt,,,,,,[],[],"[180, 220, 255]","['    public double transformX(double x) {\n', '    public double transformX(double x) {\n', '    public double transformX(double x) {\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/0657551ce26c5c1e2f43c3e191f05f238fdd2acf/LinearTransformation,guava/src/com/google/common/math/LinearTransformation.java,public double transformX(double x),0657551ce26c5c1e2f43c3e191f05f238fdd2acf/Codes_neg/Match_olddocfunccode_0657551ce26c5c1e2f43c3e191f05f238fdd2acf_1.txt,0657551ce26c5c1e2f43c3e191f05f238fdd2acf/Codes_neg/Match_newdocfunccode_0657551ce26c5c1e2f43c3e191f05f238fdd2acf_1.txt,,0657551ce26c5c1e2f43c3e191f05f238fdd2acf/Codes_neg/Match_newdocnewJdoc_0657551ce26c5c1e2f43c3e191f05f238fdd2acf_1.txt,,0657551ce26c5c1e2f43c3e191f05f238fdd2acf/Codes_neg/Match_olddocJdoc_0657551ce26c5c1e2f43c3e191f05f238fdd2acf_1.txt,[100],['   * (The inverse of this will be a horizontal transformation.)\n'],[],"['    public double transformX(double x) {\n', '    public double transformX(double x) {\n', '    public double transformX(double x) {\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/0657551ce26c5c1e2f43c3e191f05f238fdd2acf/LinearTransformation,guava/src/com/google/common/math/LinearTransformation.java,public static LinearTransformation vertical(double x),1,1,0657551ce26c5c1e2f43c3e191f05f238fdd2acf
32,6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Codes_neg/Match_oldfunccode_6439299ec90bf6af70e7651ca4cc8a5a468edbd2_1.txt,,,,,6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Codes_neg/Match_oldfuncoldJdoc_6439299ec90bf6af70e7651ca4cc8a5a468edbd2_1.txt,[],[],[72],['  public abstract boolean isDirected();\n'],/home/pritish/Documents/IP work/guv_ver/v21.0/6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Endpoints,guava/src/com/google/common/graph/Endpoints.java,public abstract boolean isDirected(),6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Codes_neg/Match_olddocfunccode_6439299ec90bf6af70e7651ca4cc8a5a468edbd2_1.txt,6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Codes_neg/Match_newdocfunccode_6439299ec90bf6af70e7651ca4cc8a5a468edbd2_1.txt,,6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Codes_neg/Match_newdocnewJdoc_6439299ec90bf6af70e7651ca4cc8a5a468edbd2_1.txt,,6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Codes_neg/Match_olddocJdoc_6439299ec90bf6af70e7651ca4cc8a5a468edbd2_1.txt,"[74, 75, 77]","['   * If these are the {@link Endpoints} of a directed edge, returns the node which is the source of\n', '   * that edge.\n', '   * @throws UnsupportedOperationException if these are the {@link Endpoints} of a undirected edge\n']","[74, 75, 77]",['  public abstract boolean isDirected();\n'],/home/pritish/Documents/IP work/guv_ver/v21.0/6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Endpoints,guava/src/com/google/common/graph/Endpoints.java,public abstract N source(),1,1,6439299ec90bf6af70e7651ca4cc8a5a468edbd2
33,6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Codes_neg/Match_oldfunccode_6439299ec90bf6af70e7651ca4cc8a5a468edbd2_2.txt,6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Codes_neg/Match_newfunccode_6439299ec90bf6af70e7651ca4cc8a5a468edbd2_2.txt,,6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Codes_neg/Match_newfuncnewJdoc_6439299ec90bf6af70e7651ca4cc8a5a468edbd2_2.txt,,6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Codes_neg/Match_oldfuncoldJdoc_6439299ec90bf6af70e7651ca4cc8a5a468edbd2_2.txt,[95],"['      Endpoints<N> newEndpoints = Endpoints.of(this, nodeA, nodeB);\n']",[95],"['      Endpoints<N> newEndpoints = Endpoints.of(nodeA, nodeB, isDirected());\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/6439299ec90bf6af70e7651ca4cc8a5a468edbd2/ConfigurableMutableNetwork,guava/src/com/google/common/graph/ConfigurableMutableNetwork.java,"public boolean addEdge(E edge, N nodeA, N nodeB)",6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Codes_neg/Match_olddocfunccode_6439299ec90bf6af70e7651ca4cc8a5a468edbd2_2.txt,6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Codes_neg/Match_newdocfunccode_6439299ec90bf6af70e7651ca4cc8a5a468edbd2_2.txt,,6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Codes_neg/Match_newdocnewJdoc_6439299ec90bf6af70e7651ca4cc8a5a468edbd2_2.txt,,6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Codes_neg/Match_olddocJdoc_6439299ec90bf6af70e7651ca4cc8a5a468edbd2_2.txt,[99],"['   * If these are the {@link Endpoints} of a directed edge, it is equal to the {@link #target()}.\n']",[98],"['      Endpoints<N> newEndpoints = Endpoints.of(nodeA, nodeB, isDirected());\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/6439299ec90bf6af70e7651ca4cc8a5a468edbd2/Endpoints,guava/src/com/google/common/graph/Endpoints.java, final N nodeB(),1,1,6439299ec90bf6af70e7651ca4cc8a5a468edbd2
34,c6e21a35f3113a7a952a9615a0e92dcf1dd4bfb3/Codes_neg/Match_oldfunccode_c6e21a35f3113a7a952a9615a0e92dcf1dd4bfb3_1.txt,c6e21a35f3113a7a952a9615a0e92dcf1dd4bfb3/Codes_neg/Match_newfunccode_c6e21a35f3113a7a952a9615a0e92dcf1dd4bfb3_1.txt,,,,,[652],"['    sb.append("".."");\n']",[652],"[""    sb.append('\\u2025');\n""]",/home/pritish/Documents/IP work/guv_ver/v21.0/c6e21a35f3113a7a952a9615a0e92dcf1dd4bfb3/Range,guava/src/com/google/common/collect/Range.java,"private static String toString(Cut<?> lowerBound, Cut<?> upperBound)",c6e21a35f3113a7a952a9615a0e92dcf1dd4bfb3/Codes_neg/Match_olddocfunccode_c6e21a35f3113a7a952a9615a0e92dcf1dd4bfb3_1.txt,c6e21a35f3113a7a952a9615a0e92dcf1dd4bfb3/Codes_neg/Match_newdocfunccode_c6e21a35f3113a7a952a9615a0e92dcf1dd4bfb3_1.txt,,c6e21a35f3113a7a952a9615a0e92dcf1dd4bfb3/Codes_neg/Match_newdocnewJdoc_c6e21a35f3113a7a952a9615a0e92dcf1dd4bfb3_1.txt,,c6e21a35f3113a7a952a9615a0e92dcf1dd4bfb3/Codes_neg/Match_olddocJdoc_c6e21a35f3113a7a952a9615a0e92dcf1dd4bfb3_1.txt,[122],"['   * {@code [1, 5] => ""foo"", (6, 8) => ""bar"", (10, ∞) => ""baz""}\n']",[122],"[""    sb.append('\\u2025');\n""]",/home/pritish/Documents/IP work/guv_ver/v21.0/c6e21a35f3113a7a952a9615a0e92dcf1dd4bfb3/RangeMap,guava/src/com/google/common/collect/RangeMap.java," RangeMap<K, V> subRangeMap(Range<K> range)",1,1,c6e21a35f3113a7a952a9615a0e92dcf1dd4bfb3
